date,hour,channel,revenue,checks,paid_checks,AOV
2025-02-22,21,Aggregator,22983.999999999996,7,7,3283.428571428571
2025-02-22,9,Delivery,5040.5,1,1,5040.5
2025-02-22,10,Restaurant,42248.399999999994,13,13,3249.8769230769226
2025-02-22,11,Restaurant,25185.5,9,9,2798.3888888888887
2025-02-22,12,Restaurant,54689.0,17,16,3418.0625
2025-02-22,14,Banquet,17408.0,1,1,17408.0
2025-02-22,15,Restaurant,88565.9625,17,17,5209.7625
2025-02-22,18,Restaurant,67922.01250000001,9,9,7546.890277777779
2025-02-22,19,Restaurant,107848.0,18,18,5991.555555555556
2025-02-22,20,Banquet,32028.0,2,2,16014.0
2025-02-22,20,Delivery,2354.5,2,2,1177.25
2025-02-22,22,Restaurant,4046.0,4,4,1011.5
2025-02-23,10,Aggregator,3842.0,2,2,1921.0
2025-02-23,12,Aggregator,14994.0,6,6,2499.0
2025-02-23,12,Delivery,2006.0,1,1,2006.0
2025-02-23,14,Aggregator,10825.599999999999,4,4,2706.3999999999996
2025-02-23,15,Delivery,12129.5,3,3,4043.1666666666665
2025-02-23,15,Aggregator,13953.6,6,6,2325.6
2025-02-23,16,Aggregator,17135.999999999996,6,6,2855.9999999999995
2025-02-23,17,Pickup,3774.0,1,1,3774.0
2025-02-23,17,Aggregator,4358.799999999999,2,2,2179.3999999999996
2025-02-23,17,Delivery,9962.0,3,3,3320.6666666666665
2025-02-23,18,Pickup,2176.0,2,2,1088.0
2025-02-23,18,Aggregator,24624.84,7,7,3517.8342857142857
2025-02-23,20,Delivery,13905.15,5,5,2781.0299999999997
2025-02-23,20,Pickup,3306.5,2,2,1653.25
2025-02-23,20,Aggregator,22365.199999999997,10,10,2236.5199999999995
2025-02-23,21,Aggregator,20162.0,9,9,2240.222222222222
2025-02-23,9,Restaurant,14014.8,6,6,2335.7999999999997
2025-02-23,11,Restaurant,51878.05,13,13,3990.619230769231
2025-02-23,13,Restaurant,49074.325,12,12,4089.527083333333
2025-02-23,19,Restaurant,92744.34999999999,15,15,6182.956666666666
2025-02-24,13,Pickup,4581.5,2,2,2290.75
2025-02-24,13,Delivery,4598.5,1,1,4598.5
2025-02-24,13,Aggregator,14409.2,4,4,3602.3
2025-02-24,15,Aggregator,3277.6,4,3,1092.5333333333333
2025-02-24,15,Delivery,2669.0,3,3,889.6666666666666
2025-02-24,15,Pickup,4097.0,2,2,2048.5
2025-02-24,16,Aggregator,9302.4,4,4,2325.6
2025-02-24,17,Delivery,5610.0,1,1,5610.0
2025-02-24,18,Delivery,5746.0,2,2,2873.0
2025-02-24,18,Aggregator,7405.199999999999,4,4,1851.2999999999997
2025-02-24,20,Aggregator,8323.2,3,3,2774.4
2025-02-24,9,Restaurant,14710.95,10,10,1471.095
2025-02-24,12,Restaurant,33148.3,10,10,3314.8300000000004
2025-02-24,14,Restaurant,30990.999999999996,15,15,2066.0666666666666
2025-02-24,19,Restaurant,53613.75,9,9,5957.083333333333
2025-02-24,21,Restaurant,17493.0,6,6,2915.5
2025-02-25,11,Aggregator,5419.599999999999,4,4,1354.8999999999999
2025-02-25,13,Pickup,586.5,1,1,586.5
2025-02-25,13,Aggregator,3876.0,3,3,1292.0
2025-02-25,13,Delivery,4963.15,2,2,2481.575
2025-02-25,16,Aggregator,7044.799999999999,4,4,1761.1999999999998
2025-02-25,16,Delivery,5423.0,1,1,5423.0
2025-02-25,19,Aggregator,23298.839999999997,7,7,3328.4057142857137
2025-02-25,19,Pickup,5780.0,2,2,2890.0
2025-02-25,20,Aggregator,4766.8,2,2,2383.4
2025-02-25,9,Restaurant,7532.7,4,4,1883.175
2025-02-25,10,Restaurant,22536.05,10,10,2253.605
2025-02-25,11,Delivery,4061.3,2,2,2030.65
2025-02-25,12,Restaurant,33037.8,11,11,3003.4363636363637
2025-02-25,14,Restaurant,91769.40000000001,18,17,5398.200000000001
2025-02-25,15,Restaurant,38168.399999999994,9,9,4240.9333333333325
2025-02-25,17,Restaurant,35732.3,7,7,5104.614285714286
2025-02-25,18,Restaurant,36240.6,9,9,4026.733333333333
2025-02-25,19,Delivery,1933.75,2,2,966.875
2025-02-25,21,Restaurant,15019.5,3,3,5006.5
2025-02-26,14,Delivery,5270.0,1,1,5270.0
2025-02-26,15,Aggregator,2747.2,1,1,2747.2
2025-02-26,16,Aggregator,5438.299999999999,2,2,2719.1499999999996
2025-02-26,17,Delivery,6161.65,2,2,3080.825
2025-02-26,17,Aggregator,10070.800000000001,3,3,3356.933333333334
2025-02-26,18,Aggregator,20236.8,7,7,2890.9714285714285
2025-02-26,19,Aggregator,7310.0,3,3,2436.6666666666665
2025-02-26,19,Pickup,3940.6,2,2,1970.3
2025-02-26,10,Restaurant,14730.5,6,6,2455.0833333333335
2025-02-26,11,Restaurant,16538.45,7,7,2362.6357142857146
2025-02-26,12,Restaurant,30834.6,12,12,2569.5499999999997
2025-02-26,13,Restaurant,46288.025,17,17,2722.8250000000003
2025-02-26,20,Restaurant,40874.8,11,11,3715.890909090909
2025-02-27,16,Aggregator,5508.0,2,2,2754.0
2025-02-27,18,Aggregator,19556.8,10,9,2172.9777777777776
2025-02-27,20,Aggregator,6092.8,3,3,2030.9333333333334
2025-02-27,20,Pickup,1504.5,1,1,1504.5
2025-02-27,12,Restaurant,50275.8,11,11,4570.527272727273
2025-02-27,13,Restaurant,70961.4,20,20,3548.0699999999997
2025-02-27,14,Restaurant,54558.950000000004,19,19,2871.5236842105264
2025-02-27,15,Restaurant,34634.1,10,10,3463.41
2025-02-27,17,Restaurant,29010.5,14,14,2072.1785714285716
2025-02-27,19,Restaurant,83626.4,18,18,4645.911111111111
2025-02-27,20,Delivery,297.5,1,1,297.5
2025-02-27,21,Restaurant,13574.5,3,3,4524.833333333333
2025-02-27,22,Restaurant,3476.5,1,1,3476.5
2025-02-28,11,Delivery,16651.5,2,2,8325.75
2025-02-28,15,Aggregator,17170.0,5,5,3434.0
2025-02-28,15,Pickup,4335.0,1,1,4335.0
2025-02-28,18,Delivery,4403.0,2,2,2201.5
2025-02-28,18,Aggregator,38222.799999999996,11,10,3822.2799999999997
2025-02-28,18,Pickup,2686.0,2,2,1343.0
2025-02-28,21,Aggregator,24486.8,9,9,2720.7555555555555
2025-02-28,21,Delivery,5822.5,3,3,1940.8333333333333
2025-02-28,9,Restaurant,22043.9,10,10,2204.3900000000003
2025-02-28,12,Restaurant,10086.099999999999,8,8,1260.7624999999998
2025-02-28,13,Restaurant,29995.225,13,13,2307.325
2025-02-28,14,Restaurant,67388.84999999999,20,20,3369.4424999999997
2025-02-28,16,Restaurant,37774.0,10,10,3777.4
2025-02-28,17,Restaurant,138876.4,12,12,11573.033333333333
2025-02-28,19,Restaurant,54256.774999999994,10,10,5425.6775
2025-02-28,20,Restaurant,46459.299999999996,13,12,3871.608333333333
2025-03-01,11,Pickup,3349.0,1,1,3349.0
2025-03-01,11,Aggregator,1094.8,1,1,1094.8
2025-03-01,14,Delivery,6290.0,3,3,2096.6666666666665
2025-03-01,15,Aggregator,5242.799999999999,2,2,2621.3999999999996
2025-03-01,15,Delivery,13872.0,5,5,2774.4
2025-03-01,15,Pickup,3332.0,1,1,3332.0
2025-03-01,17,Aggregator,15898.400000000001,3,3,5299.466666666667
2025-03-01,17,Delivery,6349.5,3,3,2116.5
2025-03-01,19,Aggregator,18543.6,6,6,3090.6
2025-03-01,20,Aggregator,15252.400000000001,7,7,2178.914285714286
2025-03-01,10,Restaurant,34201.875,9,9,3800.2083333333335
2025-03-01,11,Delivery,212.5,1,1,212.5
2025-03-01,12,Restaurant,34052.7,12,12,2837.725
2025-03-01,13,Restaurant,59358.05,17,17,3491.65
2025-03-01,16,Restaurant,114885.15,20,20,5744.2575
2025-03-01,18,Restaurant,95029.575,24,22,4319.526136363636
2025-03-01,19,Delivery,2193.0,2,2,1096.5
2025-03-01,21,Restaurant,10025.75,4,4,2506.4375
2025-03-01,22,Delivery,1071.0,1,1,1071.0
2026-02-01,9,Delivery,5244.5,2,2,2622.25
2026-02-01,9,Aggregator,6946.200000000001,3,3,2315.4
2026-02-01,12,Aggregator,11337.3,6,6,1889.55
2026-02-01,16,Aggregator,11727.45,3,3,3909.15
2026-02-01,18,Aggregator,12097.2,4,4,3024.3
2026-02-01,18,Delivery,12058.949999999999,3,3,4019.6499999999996
2026-02-01,10,Restaurant,14595.35,7,7,2085.05
2026-02-01,11,Restaurant,8134.5,5,5,1626.9
2026-02-01,13,Restaurant,44975.2,7,7,6425.028571428571
2026-02-01,14,Restaurant,128946.7,20,20,6447.335
2026-02-01,15,Restaurant,81693.5,15,14,5835.25
2026-02-01,17,Restaurant,102784.55,23,23,4468.893478260869
2026-02-01,19,Restaurant,23246.65,7,6,3874.441666666667
2026-02-01,20,Restaurant,12203.45,5,5,2440.69
2026-02-01,21,Restaurant,26231.0,4,4,6557.75
2026-02-02,11,Aggregator,1224.0,1,1,1224.0
2026-02-02,11,Delivery,7128.099999999999,2,2,3564.0499999999997
2026-02-02,17,Delivery,14115.95,3,3,4705.316666666667
2026-02-02,19,Delivery,15312.75,4,4,3828.1875
2026-02-02,19,Pickup,3426.3500000000004,3,3,1142.1166666666668
2026-02-02,20,Aggregator,5209.65,3,3,1736.55
2026-02-02,21,Aggregator,7978.949999999999,3,3,2659.6499999999996
2026-02-02,9,Restaurant,3244.45,4,4,811.1125
2026-02-02,12,Restaurant,34773.5,10,9,3863.722222222222
2026-02-02,13,Restaurant,23690.35,9,8,2961.29375
2026-02-02,15,Restaurant,60471.55,18,15,4031.436666666667
2026-02-02,16,Restaurant,8602.0,2,2,4301.0
2026-02-02,18,Restaurant,25102.199999999997,9,8,3137.7749999999996
2026-02-03,13,Aggregator,4490.549999999999,3,3,1496.8499999999997
2026-02-03,13,Delivery,1766.3000000000002,1,1,1766.3000000000002
2026-02-03,13,Pickup,4479.5,2,2,2239.75
2026-02-03,14,Aggregator,6930.9,3,3,2310.2999999999997
2026-02-03,14,Delivery,2488.8,1,1,2488.8
2026-02-03,16,Delivery,4341.8,2,2,2170.9
2026-02-03,16,Aggregator,16631.1,4,4,4157.775
2026-02-03,17,Aggregator,20320.949999999997,4,4,5080.237499999999
2026-02-03,17,Delivery,4045.15,1,1,4045.15
2026-02-03,18,Aggregator,13043.249999999998,4,4,3260.8124999999995
2026-02-03,18,Delivery,4986.950000000001,2,2,2493.4750000000004
2026-02-03,9,Restaurant,13793.8,12,8,1724.225
2026-02-03,11,Restaurant,17476.0,8,8,2184.5
2026-02-03,12,Restaurant,43972.625,19,17,2586.625
2026-02-03,15,Restaurant,40688.31,16,15,2712.5539999999996
2026-02-03,19,Restaurant,32627.25,10,9,3625.25
2026-02-03,20,Restaurant,75769.85,10,10,7576.985000000001
2026-02-03,21,Restaurant,18776.5,4,4,4694.125
2026-02-03,22,Restaurant,2550.0,3,3,850.0
2026-02-04,9,Aggregator,4545.8,3,3,1515.2666666666667
2026-02-04,11,Delivery,1018.3,1,1,1018.3
2026-02-04,16,Aggregator,2998.7999999999997,2,2,1499.3999999999999
2026-02-04,17,Delivery,6144.65,3,3,2048.2166666666667
2026-02-04,17,Aggregator,4268.7,3,3,1422.8999999999999
2026-02-04,19,Aggregator,12836.699999999999,4,4,3209.1749999999997
2026-02-04,20,Aggregator,10962.449999999999,3,3,3654.1499999999996
2026-02-04,10,Restaurant,22519.899999999998,9,9,2502.2111111111108
2026-02-04,12,Restaurant,33432.2,14,14,2388.0142857142855
2026-02-04,13,Restaurant,39742.6,12,12,3311.883333333333
2026-02-04,14,Restaurant,26078.0,9,8,3259.75
2026-02-04,18,Restaurant,51912.049999999996,10,10,5191.205
2026-02-04,21,Restaurant,6740.5,2,2,3370.25
2026-02-05,11,Aggregator,7491.049999999999,6,6,1248.5083333333332
2026-02-05,12,Delivery,4427.65,2,1,4427.65
2026-02-05,12,Aggregator,8835.75,3,3,2945.25
2026-02-05,14,Aggregator,16818.95,6,6,2803.1583333333333
2026-02-05,14,Delivery,5304.0,3,3,1768.0
2026-02-05,16,Aggregator,4804.200000000001,2,2,2402.1000000000004
2026-02-05,19,Delivery,13441.900000000001,3,3,4480.633333333334
2026-02-05,19,Aggregator,18574.2,9,9,2063.8
2026-02-05,20,Aggregator,8353.800000000001,3,3,2784.6000000000004
2026-02-05,20,Delivery,4165.85,2,2,2082.925
2026-02-05,9,Restaurant,13617.425,9,7,1945.3464285714285
2026-02-05,10,Restaurant,26768.2,11,9,2974.2444444444445
2026-02-05,11,Delivery,765.0,1,1,765.0
2026-02-05,13,Restaurant,57601.1,13,13,4430.8538461538465
2026-02-05,15,Restaurant,47500.549999999996,15,15,3166.703333333333
2026-02-05,17,Restaurant,31646.775,8,8,3955.846875
2026-02-05,18,Restaurant,33643.85,9,8,4205.48125
2026-02-05,21,Restaurant,9724.0,4,3,3241.3333333333335
2026-02-06,11,Aggregator,4957.2,4,4,1239.3
2026-02-06,13,Aggregator,6739.65,4,4,1684.9125
2026-02-06,13,Delivery,4808.45,3,3,1602.8166666666666
2026-02-06,15,Aggregator,13211.550000000001,6,6,2201.925
2026-02-06,15,Delivery,8461.75,6,5,1692.35
2026-02-06,18,Aggregator,16131.3,5,5,3226.2599999999998
2026-02-06,18,Delivery,19829.225000000002,7,7,2832.746428571429
2026-02-06,20,Aggregator,17396.100000000002,8,8,2174.5125000000003
2026-02-06,20,Delivery,13368.8,6,6,2228.133333333333
2026-02-06,22,Delivery,5722.2,2,2,2861.1
2026-02-06,9,Restaurant,14254.5,5,5,2850.9
2026-02-06,10,Restaurant,22735.8,11,11,2066.890909090909
2026-02-06,12,Restaurant,52121.575,15,15,3474.7716666666665
2026-02-06,14,Restaurant,31918.349999999995,15,13,2455.2576923076917
2026-02-06,15,Banquet,180642.0,2,2,90321.0
2026-02-06,16,Restaurant,44972.225000000006,11,10,4497.222500000001
2026-02-06,17,Restaurant,72040.9,12,11,6549.172727272727
2026-02-06,19,Restaurant,60864.25,14,13,4681.865384615385
2026-02-07,12,Aggregator,38441.25,11,11,3494.659090909091
2026-02-07,15,Aggregator,25069.05,6,6,4178.175
2026-02-07,15,Delivery,6338.450000000001,3,3,2112.816666666667
2026-02-07,16,Delivery,14030.099999999999,4,4,3507.5249999999996
2026-02-07,16,Aggregator,17832.149999999998,6,6,2972.0249999999996
2026-02-07,18,Delivery,11686.65,4,4,2921.6625
2026-02-07,18,Aggregator,7305.749999999999,4,4,1826.4374999999998
2026-02-07,18,Pickup,7577.75,3,3,2525.9166666666665
2026-02-07,9,Restaurant,21683.925000000003,7,7,3097.7035714285716
2026-02-07,10,Restaurant,14331.0,8,7,2047.2857142857142
2026-02-07,11,Restaurant,26815.4175,11,11,2437.7652272727273
2026-02-07,13,Restaurant,47523.5,9,9,5280.388888888889
2026-02-07,14,Restaurant,63994.8,16,16,3999.675
2026-02-07,17,Restaurant,134870.35,21,21,6422.39761904762
2026-02-07,19,Restaurant,90002.25,13,12,7500.1875
2026-02-07,20,Restaurant,69032.75,8,8,8629.09375
2026-02-07,21,Restaurant,24338.9,6,6,4056.4833333333336
2026-02-07,22,Restaurant,501.5,3,1,501.5
2026-02-08,12,Aggregator,11429.1,4,4,2857.275
2026-02-08,13,Aggregator,8307.899999999998,3,3,2769.2999999999993
2026-02-08,18,Delivery,11297.349999999999,5,5,2259.47
2026-02-08,18,Aggregator,10870.65,4,4,2717.6625
2026-02-08,9,Restaurant,7947.924999999999,5,4,1986.9812499999998
2026-02-08,10,Restaurant,49489.125,12,11,4499.011363636364
2026-02-08,11,Restaurant,12412.125,5,5,2482.425
2026-02-08,13,Delivery,2673.25,3,3,891.0833333333334
2026-02-08,14,Restaurant,57691.200000000004,15,13,4437.784615384616
2026-02-08,15,Restaurant,119996.19999999998,19,17,7058.5999999999985
2026-02-08,16,Restaurant,64022.0,14,12,5335.166666666667
2026-02-08,17,Restaurant,42270.5,8,6,7045.083333333333
2025-02-19,20,Pickup,3357.5,1,1,3357.5
2025-02-19,21,Aggregator,7629.5999999999985,3,3,2543.1999999999994
2025-02-19,21,Pickup,1572.5,1,1,1572.5
2025-02-19,22,Restaurant,263.5,1,1,263.5
2025-02-20,11,Pickup,3051.5,1,1,3051.5
2025-02-20,14,Pickup,2040.0,1,1,2040.0
2025-02-20,14,Delivery,4675.0,1,1,4675.0
2025-02-20,17,Aggregator,11614.4,4,4,2903.6
2025-02-21,13,Pickup,1232.5,1,1,1232.5
2025-02-21,13,Delivery,2278.0,1,1,2278.0
2025-02-21,17,Pickup,1215.5,1,1,1215.5
2025-02-21,20,Pickup,2074.0,1,1,2074.0
2025-02-21,21,Delivery,3612.5,1,1,3612.5
2025-02-21,21,Banquet,36371.5,1,1,36371.5
2025-02-22,14,Delivery,8670.0,2,2,4335.0
2025-02-22,17,Pickup,10016.4,3,3,3338.7999999999997
2025-02-22,21,Delivery,3340.5,1,1,3340.5
2025-02-22,9,Banquet,41117.05,1,1,41117.05
2025-02-23,16,Delivery,4564.5,1,1,4564.5
2025-02-23,18,Delivery,6689.5,1,1,6689.5
2025-02-23,21,Delivery,2023.0,1,1,2023.0
2025-02-23,10,Delivery,535.5,2,2,267.75
2025-02-23,12,Banquet,28271.0,1,1,28271.0
2025-02-24,11,Aggregator,1652.3999999999999,1,1,1652.3999999999999
2025-02-24,16,Delivery,1878.5,1,1,1878.5
2025-02-24,17,Aggregator,5759.6,2,2,2879.8
2025-02-24,20,Pickup,2108.0,1,1,2108.0
2025-02-24,20,Delivery,425.0,1,1,425.0
2025-02-25,20,Delivery,297.5,1,1,297.5
2025-02-26,14,Aggregator,8840.0,3,3,2946.6666666666665
2025-02-26,15,Delivery,3322.65,2,2,1661.325
2025-02-26,15,Pickup,493.0,1,1,493.0
2025-02-26,18,Delivery,3068.5,1,1,3068.5
2025-02-26,18,Pickup,952.0,1,1,952.0
2025-02-26,19,Delivery,2677.5,1,1,2677.5
2025-02-26,21,Restaurant,3918.5,2,2,1959.25
2025-02-27,16,Pickup,2023.0,1,1,2023.0
2025-02-27,10,Delivery,637.5,1,1,637.5
2025-02-28,10,Aggregator,5066.0,3,3,1688.6666666666667
2025-02-28,10,Delivery,7276.0,3,3,2425.3333333333335
2025-02-28,11,Pickup,4955.5,1,1,4955.5
2025-02-28,15,Delivery,5941.5,2,2,2970.75
2025-02-28,21,Pickup,3434.0,2,2,1717.0
2025-02-28,22,Restaurant,1955.0,1,1,1955.0
2025-03-01,20,Delivery,12699.0,4,4,3174.75
2025-03-01,14,Aggregator,530.4,1,1,530.4
2025-03-01,17,Pickup,2465.0,1,1,2465.0
2025-03-01,20,Pickup,1062.5,1,1,1062.5
2025-03-01,22,Aggregator,1931.1999999999998,1,1,1931.1999999999998
2026-02-01,12,Pickup,892.5,1,1,892.5
2026-02-01,16,Delivery,7427.299999999999,2,2,3713.6499999999996
2026-02-01,16,Pickup,1054.0,1,1,1054.0
2026-02-01,22,Delivery,0.0,1,0,
2026-02-02,21,Delivery,1784.15,1,1,1784.15
2026-02-02,14,Delivery,3635.4500000000003,2,2,1817.7250000000001
2026-02-02,17,Aggregator,16270.7,6,6,2711.7833333333333
2026-02-02,10,Restaurant,4692.0,2,2,2346.0
2026-02-03,8,Restaurant,1411.0,1,1,1411.0
2026-02-03,10,Restaurant,4836.5,4,3,1612.1666666666667
2026-02-04,8,Delivery,3033.65,1,1,3033.65
2026-02-04,11,Aggregator,428.4,1,1,428.4
2026-02-04,15,Aggregator,910.35,1,1,910.35
2026-02-04,16,Delivery,3917.65,1,1,3917.65
2026-02-04,19,Delivery,5717.1,2,2,2858.55
2026-02-05,16,Delivery,4559.4,2,2,2279.7
2026-02-06,18,Pickup,10183.0,2,2,5091.5
2026-02-06,11,Delivery,425.0,1,1,425.0
2026-02-06,21,Restaurant,6689.5,2,2,3344.75
2026-02-07,12,Delivery,4580.65,1,1,4580.65
2026-02-09,22,Delivery,2785.45,1,1,2785.45
2026-02-08,12,Banquet,31858.0,1,1,31858.0
2026-02-08,18,Banquet,36078.25000000001,1,1,36078.25000000001
2026-02-08,19,Restaurant,76087.325,11,10,7608.7325
2026-02-08,20,Restaurant,23402.624999999996,8,7,3343.232142857142
2026-02-08,21,Restaurant,11793.75,7,6,1965.625
2026-02-09,7,Delivery,3220.65,1,1,3220.65
2026-02-09,12,Aggregator,15767.5,4,4,3941.875
2026-02-09,14,Delivery,6645.3,3,3,2215.1
2026-02-09,14,Aggregator,1377.0,1,1,1377.0
2026-02-09,15,Delivery,3740.0,1,1,3740.0
2026-02-09,15,Aggregator,7374.6,2,2,3687.3
2026-02-09,20,Aggregator,16339.55,4,4,4084.8875
2026-02-09,9,Restaurant,8664.05,7,6,1444.0083333333332
2026-02-09,10,Restaurant,22227.5,10,10,2222.75
2026-02-09,11,Restaurant,24589.65,11,10,2458.965
2026-02-09,12,Banquet,3706.0,1,1,3706.0
2026-02-09,13,Restaurant,25994.7,11,9,2888.3
2026-02-09,16,Restaurant,28470.75,10,10,2847.075
2026-02-09,17,Restaurant,69519.8,5,5,13903.960000000001
2026-02-09,18,Restaurant,48992.3,7,7,6998.900000000001
2026-02-09,19,Restaurant,25735.875,8,7,3676.5535714285716
2026-02-10,11,Delivery,10120.099999999999,5,5,2024.0199999999998
2026-02-10,11,Aggregator,749.7,1,1,749.7
2026-02-10,14,Aggregator,6074.1,3,2,3037.05
2026-02-10,18,Aggregator,16745.85,4,4,4186.4625
2026-02-10,18,Pickup,9557.399999999998,2,2,4778.699999999999
2026-02-10,19,Pickup,4057.05,2,2,2028.525
2026-02-10,19,Aggregator,14875.0,5,5,2975.0
2026-02-10,20,Aggregator,8973.45,4,4,2243.3625
2026-02-10,20,Delivery,12129.5,3,3,4043.1666666666665
2026-02-10,21,Aggregator,14359.050000000001,4,4,3589.7625000000003
2026-02-10,9,Restaurant,14634.875,8,8,1829.359375
2026-02-10,10,Restaurant,16381.2,6,6,2730.2000000000003
2026-02-10,12,Restaurant,29398.1,12,12,2449.8416666666667
2026-02-10,15,Restaurant,23388.6,10,10,2338.8599999999997
2026-02-10,16,Restaurant,17263.5,5,4,4315.875
2026-02-10,17,Restaurant,24935.175,9,9,2770.575
2026-02-11,9,Aggregator,8384.4,4,4,2096.1
2026-02-11,13,Delivery,5222.4,3,3,1740.8
2026-02-11,15,Aggregator,6548.4,2,2,3274.2
2026-02-11,16,Pickup,816.0,1,1,816.0
2026-02-11,16,Delivery,730.15,1,1,730.15
2026-02-11,17,Delivery,16353.999999999998,4,4,4088.4999999999995
2026-02-11,18,Aggregator,17311.95,5,5,3462.3900000000003
2026-02-11,18,Delivery,9874.449999999999,3,3,3291.483333333333
2026-02-11,18,Pickup,1466.25,1,1,1466.25
2026-02-11,20,Aggregator,1040.3999999999999,1,1,1040.3999999999999
2026-02-11,21,Delivery,8803.449999999999,4,4,2200.8624999999997
2026-02-11,22,Aggregator,2516.85,1,1,2516.85
2026-02-11,10,Restaurant,25056.3,10,10,2505.63
2026-02-11,11,Restaurant,13910.25,8,8,1738.78125
2026-02-11,12,Restaurant,36947.375,16,14,2639.098214285714
2026-02-11,14,Restaurant,50329.35,15,15,3355.29
2026-02-11,19,Restaurant,45319.024999999994,11,10,4531.902499999999
2026-02-11,23,Restaurant,705.5,1,1,705.5
2026-02-12,12,Aggregator,4865.400000000001,4,4,1216.3500000000001
2026-02-12,15,Aggregator,4550.05,2,2,2275.025
2026-02-12,15,Delivery,2078.25,1,1,2078.25
2026-02-12,17,Aggregator,15789.599999999999,6,6,2631.6
2026-02-12,17,Delivery,6135.299999999999,2,2,3067.6499999999996
2026-02-12,19,Aggregator,6823.799999999999,2,2,3411.8999999999996
2026-02-12,20,Delivery,12254.449999999999,3,3,4084.816666666666
2026-02-12,21,Pickup,1053.15,1,1,1053.15
2026-02-12,21,Aggregator,7631.3,4,4,1907.825
2026-02-12,22,Delivery,2685.15,1,1,2685.15
2026-02-12,8,Restaurant,4896.0,2,2,2448.0
2026-02-12,9,Restaurant,28864.300000000003,13,12,2405.3583333333336
2026-02-12,10,Restaurant,24777.5,13,13,1905.9615384615386
2026-02-12,11,Restaurant,20783.35,13,13,1598.7192307692308
2026-02-12,12,Banquet,30518.332000000006,1,1,30518.332000000006
2026-02-12,13,Restaurant,51974.524999999994,12,12,4331.210416666666
2026-02-12,14,Restaurant,29269.75,11,10,2926.975
2026-02-12,16,Restaurant,64268.5,14,12,5355.708333333333
2026-02-12,18,Restaurant,61003.649999999994,10,9,6778.1833333333325
2026-02-12,20,Banquet,8500.068,1,1,8500.068
2026-02-13,10,Aggregator,3603.15,3,3,1201.05
2026-02-13,10,Delivery,3353.25,2,2,1676.625
2026-02-13,12,Delivery,1043.8,1,1,1043.8
2026-02-13,12,Aggregator,6135.3,3,3,2045.1000000000001
2026-02-13,14,Delivery,18786.699999999997,5,5,3757.3399999999992
2026-02-13,14,Pickup,5729.0,2,2,2864.5
2026-02-13,15,Pickup,0.0,1,0,
2026-02-13,15,Delivery,15323.799999999997,4,4,3830.9499999999994
2026-02-13,15,Aggregator,10691.3,5,5,2138.2599999999998
2026-02-13,18,Delivery,17917.15,8,8,2239.64375
2026-02-13,18,Aggregator,28396.8,8,8,3549.6
2026-02-13,19,Aggregator,23990.399999999998,8,8,2998.7999999999997
2026-02-13,19,Delivery,3772.3,2,2,1886.15
2026-02-13,20,Delivery,3623.55,3,3,1207.8500000000001
2026-02-13,20,Aggregator,22992.499999999996,7,7,3284.6428571428564
2026-02-13,20,Pickup,4292.5,3,3,1430.8333333333333
2026-02-13,9,Restaurant,19334.95,11,11,1757.7227272727273
2026-02-13,13,Restaurant,41831.475,12,12,3485.9562499999997
2026-02-13,16,Restaurant,16724.6,6,6,2787.433333333333
2026-02-13,17,Restaurant,42755.0,10,10,4275.5
2026-02-13,21,Restaurant,24482.975,7,7,3497.567857142857
2026-02-14,11,Pickup,7344.0,3,3,2448.0
2026-02-14,9,Aggregator,13991.85,6,6,2331.975
2026-02-14,10,Aggregator,1285.2,1,1,1285.2
2026-02-14,11,Aggregator,7045.65,4,4,1761.4125
2026-02-14,13,Delivery,6033.299999999999,2,2,3016.6499999999996
2026-02-14,13,Aggregator,9501.300000000001,3,3,3167.1000000000004
2026-02-14,14,Aggregator,10136.249999999998,3,3,3378.7499999999995
2026-02-14,14,Delivery,10118.399999999998,6,5,2023.6799999999996
2026-02-14,16,Delivery,5621.9,2,2,2810.95
2026-02-14,17,Pickup,2167.5,1,1,2167.5
2026-02-14,17,Aggregator,40264.49999999999,11,11,3660.40909090909
2026-02-14,17,Delivery,10981.15,3,3,3660.383333333333
2026-02-14,18,Pickup,15067.099999999999,5,5,3013.4199999999996
2026-02-14,18,Aggregator,15101.099999999997,5,5,3020.2199999999993
2026-02-14,9,Banquet,80597.0,2,2,40298.5
2026-02-14,12,Restaurant,53482.0,15,15,3565.4666666666667
2026-02-14,15,Restaurant,117343.3925,26,25,4693.7357
2026-02-14,19,Restaurant,192739.574,35,35,5506.844971428572
2026-02-14,20,Restaurant,82411.79249999998,16,15,5494.119499999999
2026-02-14,21,Restaurant,126861.65,29,29,4374.539655172413
2026-02-14,22,Restaurant,8415.0,2,2,4207.5
2026-02-15,9,Aggregator,11042.775000000001,4,4,2760.6937500000004
2026-02-15,9,Delivery,4183.7,2,2,2091.85
2026-02-15,10,Aggregator,3098.25,1,1,3098.25
2026-02-15,10,Delivery,3601.45,1,1,3601.45
2026-02-15,11,Delivery,3053.2,2,2,1526.6
2026-02-15,11,Aggregator,3947.3999999999996,2,2,1973.6999999999998
2026-02-15,19,Aggregator,21978.45,7,7,3139.7785714285715
2026-02-15,19,Delivery,13696.899999999998,4,4,3424.2249999999995
2026-02-15,20,Aggregator,1285.2,1,1,1285.2
2026-02-15,21,Aggregator,7971.299999999999,3,3,2657.1
2026-02-15,8,Restaurant,0.0,1,0,
